fs,n,duration_s,min,max,peak,rms,md5,rel,label
16000,16000,1.0,-0.34814453125,0.36328125,0.36328125,0.06792142887674393,cb5c3918f233628205d92fc1eeacf02d,random_A_0.75m_stille_001_s02.wav,unknown_balanced
16000,16000,1.0,-0.2822265625,0.30908203125,0.30908203125,0.034790100111974614,73a9477f483c5eb9923ba7241dd6df5d,random_A_0.75m_stille_001_s03.wav,unknown_balanced
16000,16000,1.0,-0.2490234375,0.19189453125,0.2490234375,0.030106319754293044,02989212a39fe49feb2121006a7e5c3c,random_A_0.75m_stille_001_s04.wav,unknown_balanced
16000,16000,1.0,-0.22412109375,0.23876953125,0.23876953125,0.04706344903744958,5552e1335dc875e8a6644d9a38389e5b,random_A_0.75m_stille_001_s05.wav,unknown_balanced
16000,16000,1.0,-0.15087890625,0.0947265625,0.15087890625,0.01895606063155986,046b3dae715134a5eeb7025a2f4a6ede,random_A_0.75m_stille_001_s06.wav,unknown_balanced
16000,16000,1.0,-0.0751953125,0.0556640625,0.0751953125,0.010065483820087727,ef661b454c648d48613811c3de81c564,random_A_0.75m_stille_001_s07.wav,unknown_balanced
16000,16000,1.0,-0.16650390625,0.15234375,0.16650390625,0.03267606185982051,752ecac66f3e76d3bee89dfc6cd71167,random_A_0.75m_stille_001_s08.wav,unknown_balanced
16000,16000,1.0,-0.203125,0.21728515625,0.21728515625,0.04177616962480917,17d321b691d8828b23abe00adef5ee7f,random_A_0.75m_stille_001_s09.wav,unknown_balanced
16000,16000,1.0,-0.3125,0.1904296875,0.3125,0.03360622597220267,4166d08cdf268b727c03469f6acda1ad,random_A_0.75m_stille_001_s10.wav,unknown_balanced
16000,16000,1.0,-0.52197265625,0.43603515625,0.52197265625,0.0592991932335518,d8e6fd51b2acc06c6001b9315fd48f42,random_A_0.75m_stille_003_s01.wav,unknown_balanced
16000,16000,1.0,-0.51025390625,0.31396484375,0.51025390625,0.05847176914625346,656fff33d33122ec9f0998eca3be5efc,random_A_0.75m_stille_003_s03.wav,unknown_balanced
16000,16000,1.0,-0.43310546875,0.30224609375,0.43310546875,0.055415135122888204,739444fe2a530df836ab56c98148eb60,random_A_0.75m_stille_003_s04.wav,unknown_balanced
16000,16000,1.0,-0.42041015625,0.24072265625,0.42041015625,0.05126684331726779,4825a2aa2129185f7d02ca5bdb387069,random_A_0.75m_stille_003_s05.wav,unknown_balanced
16000,16000,1.0,-0.3330078125,0.154296875,0.3330078125,0.04199085447583922,b5dafbbb2c8690e29eb432336b59da55,random_A_0.75m_stille_003_s07.wav,unknown_balanced
16000,16000,1.0,-0.25732421875,0.2060546875,0.25732421875,0.03679704213906431,4677d1a3b6e6301efde81d8b7368faf7,random_A_0.75m_stille_003_s08.wav,unknown_balanced
16000,16000,1.0,-0.32421875,0.20703125,0.32421875,0.04797174318075518,d906ac6e944705947c3df084e6c3d89c,random_A_0.75m_stille_003_s09.wav,unknown_balanced
16000,16000,1.0,-0.23779296875,0.1640625,0.23779296875,0.043194392162761504,3daccc821325b210acf7cdcda86e07e0,random_A_0.75m_stille_003_s10.wav,unknown_balanced
16000,16000,1.0,-0.55322265625,0.2802734375,0.55322265625,0.043171640665933056,02a37a0f9553420a4ada84905a35c0b2,random_A_0.75m_stille_004_s01.wav,unknown_balanced
16000,16000,1.0,-0.27587890625,0.25341796875,0.27587890625,0.06577878338807064,2666a070c16e60d054c1f40d1d48deeb,random_A_0.75m_stille_004_s02.wav,unknown_balanced
16000,16000,1.0,-0.34228515625,0.33056640625,0.34228515625,0.06101226292664401,d519c1b7fae7f443a3b7d4bac71264ad,random_A_0.75m_stille_004_s04.wav,unknown_balanced
16000,16000,1.0,-0.25146484375,0.25244140625,0.25244140625,0.05944447957904463,24a2e07a139fca044a501dfa2beeafdf,random_A_0.75m_stille_004_s06.wav,unknown_balanced
16000,16000,1.0,-0.212890625,0.134765625,0.212890625,0.023417730916292213,d9ed7be6be2e986eb05ee377a3559c85,random_A_0.75m_stille_004_s07.wav,unknown_balanced
16000,16000,1.0,-0.12841796875,0.103515625,0.12841796875,0.021036644413517717,9103849acaceecf3cd39e380ee802d47,random_A_0.75m_stille_004_s08.wav,unknown_balanced
16000,16000,1.0,-0.15673828125,0.09326171875,0.15673828125,0.014558687592636588,e7072dc221540ee4e8f49658dc0b29e5,random_A_0.75m_stille_004_s10.wav,unknown_balanced
16000,16000,1.0,-0.37060546875,0.2353515625,0.37060546875,0.045257282660785644,ea4accd7040969aa2a6e54cbc8988302,random_A_0.75m_stille_005_s01.wav,unknown_balanced
16000,16000,1.0,-0.23779296875,0.134765625,0.23779296875,0.023598171118988688,df4d098b2929bfa4bf0d7612e22be0f8,random_A_0.75m_stille_005_s02.wav,unknown_balanced
16000,16000,1.0,-0.583984375,0.36376953125,0.583984375,0.04990352801910656,27f969d81c5639996d01c0d2a7102664,random_A_0.75m_stille_005_s03.wav,unknown_balanced
16000,16000,1.0,-0.2822265625,0.17431640625,0.2822265625,0.03644461016108224,0681a413f1b0ae3bcacf64ad9e40712f,random_A_0.75m_stille_005_s05.wav,unknown_balanced
16000,16000,1.0,-0.3251953125,0.19873046875,0.3251953125,0.05373522026702617,6e6f4cf78508d4306c8a66d57c996f92,random_A_0.75m_stille_005_s06.wav,unknown_balanced
16000,16000,1.0,-0.2548828125,0.232421875,0.2548828125,0.04755951977513394,9775231d5dfc90f855a60b6e8d3ff665,random_A_0.75m_stille_005_s07.wav,unknown_balanced
16000,16000,1.0,-0.244140625,0.1689453125,0.244140625,0.0427775921945633,fb9a23c6011aef4623375abc97493079,random_A_0.75m_stille_005_s08.wav,unknown_balanced
16000,16000,1.0,-0.310546875,0.22900390625,0.310546875,0.03344339369302399,c7326692e7bab90735b5cc8d0979fcca,random_A_0.75m_stille_005_s09.wav,unknown_balanced
16000,16000,1.0,-0.4033203125,0.26708984375,0.4033203125,0.04917311930818622,818162dfcda3f34316b5674a72827bed,random_A_0.75m_stille_005_s10.wav,unknown_balanced
16000,16000,1.0,-0.3583984375,0.22216796875,0.3583984375,0.044252646274681305,4834c2196ce05290c26dad544c0af90d,random_A_0.75m_stille_006_s01.wav,unknown_balanced
16000,16000,1.0,-0.52734375,0.28271484375,0.52734375,0.05197272584446873,c6f9b5c5b9b436ef086642acd9d9ef6f,random_A_0.75m_stille_006_s02.wav,unknown_balanced
16000,16000,1.0,-0.3662109375,0.23388671875,0.3662109375,0.06374923968178553,8a95455e32653fba3a7652c9feb34d70,random_A_0.75m_stille_006_s03.wav,unknown_balanced
